ALE
153,55
POP BUY 50,24 200
POP SELL 460,33 516
GIN BUY 858,73 133
GIN BUY 210,95 606
POP BUY 174,82 82
JOE BUY 938,77 250
GIN BUY 766,04 558
POP SELL 440,24 610
POP BUY 273,6 57
GIN SELL 461,2 642
TEA BUY 342,98 248
GIN SELL 569,6 962
ALE BUY 259,35 177
JOE BUY 980,22 705
JOE BUY 794,56 741
ALE SELL 663,37 232
POP BUY 223,06 912
POP SELL 319,64 801
GIN SELL 713,5 445
ALE BUY 52,69 568
GIN BUY 553,21 72
GIN SELL 822,14 529
ALE BUY 912,5 406
ALE BUY 8,56 259
GIN SELL 105,87 52
POP BUY 672,65 578
POP BUY 557,14 661
POP BUY 340,56 490
ALE BUY 925,52 913
TEA SELL 397,5 24
GIN SELL 99,67 672
ALE BUY 421,47 819
JOE SELL 16,73 794
GIN SELL 39,42 596
GIN SELL 513,49 340
GIN BUY 137,58 849
TEA BUY 666,52 158
ALE SELL 508,25 394
POP SELL 328,51 106
GIN BUY 264,85 617
POP SELL 817,64 368
POP SELL 607,48 561
TEA BUY 967,21 631
POP SELL 770,8 182
TEA SELL 992,46 93
GIN BUY 236,51 418
TEA SELL 881,53 554
ALE SELL 542,2 921
ALE SELL 267,81 55
POP BUY 268,79 554
JOE SELL 990,5 841
POP BUY 38,55 42
ALE SELL 800,49 594
ALE SELL 605,65 368
ALE BUY 918,67 209
GIN BUY 371,36 788
GIN SELL 403,57 578
TEA SELL 905,93 577
TEA BUY 535,38 135
GIN SELL 309,12 863
POP BUY 673,54 139
JOE BUY 491,45 174
JOE SELL 294,68 944
TEA SELL 708,19 551
ALE SELL 168,17 738
POP SELL 928,18 345
GIN BUY 876,16 484
TEA BUY 869,36 58
ALE BUY 135,2 71
ALE BUY 783,24 846
GIN BUY 626,49 881
ALE BUY 320,2 546
POP BUY 291,76 298
ALE SELL 57,68 332
GIN SELL 301,77 869
POP BUY 523,3 382
JOE BUY 154,61 111
JOE BUY 795,01 146
TEA BUY 610,64 218
GIN SELL 10,13 95
TEA BUY 421,19 128
POP BUY 365,55 64
JOE SELL 58,17 725
POP BUY 440,83 535
TEA BUY 901,35 123
TEA BUY 926,55 499
ALE SELL 590,59 305
JOE BUY 89,66 740
JOE SELL 499,96 587
JOE SELL 558,05 660
JOE BUY 540,71 649
POP BUY 256,3 17
POP BUY 750,27 122
POP BUY 574,6 170
ALE BUY 374,19 971
ALE BUY 102,96 719
TEA SELL 398,05 162
POP SELL 512,68 634
TEA SELL 736,54 342
POP BUY 417,15 239
POP BUY 536,47 538
POP BUY 293,96 677
GIN SELL 300,97 95
POP SELL 800,39 703
TEA BUY 791,84 357
TEA BUY 64,32 928
TEA SELL 916,96 818
JOE BUY 782,56 877
ALE SELL 60,07 732
GIN BUY 208,64 465
ALE BUY 559,62 432
POP BUY 362,12 774
ALE BUY 293,96 830
TEA BUY 41,39 217
GIN BUY 579,84 846
ALE SELL 472,07 477
POP SELL 841,19 757
POP BUY 672,98 822
GIN BUY 755,27 692
ALE BUY 871,73 658
POP BUY 833,21 778
TEA BUY 551,94 443
GIN BUY 641,98 654
TEA SELL 964,22 314
ALE SELL 124,78 366
GIN BUY 182,79 45
GIN BUY 726,97 862
ALE SELL 39,86 205
JOE BUY 284,42 581
ALE SELL 519,81 617
POP SELL 881,48 882
GIN SELL 445,18 497
GIN SELL 135,51 284
GIN SELL 536,48 867
JOE BUY 615 780
TEA BUY 177,86 121
ALE SELL 348,32 684
JOE SELL 470,76 858
POP SELL 630,16 775
POP SELL 407,38 326
ALE SELL 582,66 712
ALE SELL 246,18 117
GIN SELL 178,29 964
TEA BUY 421,42 952
JOE BUY 681,46 736
POP SELL 568,61 688
JOE BUY 715,91 641
ALE BUY 498,14 899
TEA SELL 415 95
POP BUY 198,92 647
ALE BUY 361,8 685
GIN SELL 204,16 311
ALE BUY 276,05 979
ALE SELL 901,35 577
ALE BUY 655,09 544
TEA SELL 618,33 965
GIN BUY 825,68 132
JOE BUY 567,7 495
ALE SELL 113,89 291
GIN BUY 981,32 363
GIN SELL 89,9 886
ALE SELL 17,28 738
GIN SELL 94,9 262
ALE SELL 270,96 37
GIN SELL 507,09 39
POP BUY 972,65 306
TEA SELL 453,7 785
JOE SELL 203,37 555
ALE BUY 926,22 47
GIN BUY 711,16 165
ALE BUY 505,8 479
GIN BUY 159,85 741
JOE BUY 155,78 63
GIN SELL 892,2 2
ALE BUY 788,56 648
POP BUY 539,61 596
ALE BUY 563,59 305
ALE SELL 60,33 937
GIN BUY 123,82 242
TEA SELL 38,23 428
TEA BUY 227,31 246
POP BUY 324,14 698
TEA BUY 481,34 915
GIN BUY 351,87 692
GIN SELL 135,79 150
ALE BUY 710,85 750
TEA SELL 143,02 655
GIN SELL 807,4 29
ALE SELL 941,15 432
ALE SELL 696,8 876
JOE BUY 667,86 501
ALE SELL 418,09 25
ALE BUY 761,68 350
TEA SELL 413,61 723
POP SELL 157,81 837
POP BUY 865,35 160
POP SELL 535,54 535
POP BUY 30,19 799
POP BUY 324,26 774
ALE BUY 905,97 483
TEA BUY 425,13 844
POP SELL 810,49 432
JOE SELL 855,4 113
JOE BUY 705,4 479
ALE SELL 772,41 51
GIN BUY 347,09 181
ALE BUY 584,37 384
GIN BUY 596,6 647
ALE SELL 104,85 874
GIN BUY 470,49 209
ALE SELL 958,11 473
ALE BUY 764,83 293
ALE BUY 692,24 820
TEA BUY 334,24 108
ALE SELL 307,11 332
GIN BUY 358,1 16
ALE SELL 154,29 378
GIN BUY 175,84 686
TEA BUY 415,81 265
POP SELL 523,5 414
POP BUY 618,94 35
GIN BUY 253,41 206
ALE SELL 893,89 302
POP BUY 869,23 491
ALE BUY 931,54 625
JOE BUY 458,16 587
GIN SELL 848,27 150
ALE SELL 852,5 268
GIN BUY 414,74 512
ALE BUY 102,59 59
ALE BUY 355,94 232
GIN SELL 593,08 109
POP BUY 679,21 104
POP SELL 384,57 773
GIN BUY 237,55 301
TEA SELL 612,78 247
GIN SELL 985,08 198
GIN SELL 27,08 878
GIN BUY 631,75 141
ALE SELL 0,61 20
GIN BUY 654,27 659
GIN SELL 593,84 537
JOE BUY 870,39 850
ALE BUY 503,77 317
POP SELL 33,47 933
POP BUY 980,65 421
GIN SELL 154,41 203
JOE BUY 44,38 722
ALE BUY 507,99 882
GIN BUY 582,53 144
JOE SELL 530,59 594
GIN BUY 162,04 876
ALE SELL 66,39 465
JOE BUY 636,66 163
TEA SELL 669,03 72
POP BUY 882,12 540
POP SELL 915,81 743
GIN BUY 241,09 631
JOE SELL 941,4 941
POP SELL 509,9 861
POP SELL 648,18 713
ALE BUY 549,2 711
GIN BUY 300,08 459
JOE BUY 850,39 358
TEA SELL 457,17 485
JOE BUY 640,01 844
ALE BUY 457,89 109
JOE BUY 354,05 101
ALE BUY 905,9 278
GIN BUY 564,2 476
POP SELL 868,8 956
GIN BUY 688,18 604
GIN SELL 745,48 759
JOE SELL 65,97 739
GIN BUY 9,32 583
ALE BUY 234,21 925
ALE BUY 284,25 206
ALE SELL 480,62 593
POP SELL 460,61 111
POP SELL 10,61 474
TEA BUY 807,92 9
TEA BUY 307,96 921
POP BUY 291,55 806
ALE SELL 521,76 20
ALE SELL 550,39 1
GIN SELL 961,5 86
POP SELL 242,42 755
POP BUY 32,47 420
JOE SELL 715,38 115
ALE SELL 193,39 440
JOE SELL 209,43 137
POP BUY 768,36 537
POP BUY 48,88 887
ALE BUY 695,16 291
GIN SELL 530,07 572
POP BUY 541,95 881
GIN SELL 462,33 276
POP SELL 374,26 832
JOE BUY 569,15 47
GIN SELL 304,59 445
JOE SELL 206,57 324
GIN SELL 806,32 522
GIN BUY 105,71 932
JOE BUY 124,18 259
ALE SELL 96,66 149
JOE SELL 363,28 420
POP BUY 20,64 571
JOE BUY 88,6 140
POP BUY 287,4 766
GIN BUY 517,2 990
POP BUY 785,14 960
JOE BUY 634,96 157
GIN SELL 99,64 239
GIN SELL 819,97 849
POP SELL 249,94 5
POP SELL 804,69 300
GIN SELL 397,4 675
TEA SELL 58,69 977
JOE SELL 235,26 863
GIN SELL 924,3 857
ALE SELL 15,74 534
GIN BUY 86,87 887
JOE SELL 421,63 862
TEA SELL 212 994
GIN SELL 739,47 787
GIN SELL 831,46 247
POP BUY 41,39 507
GIN BUY 810,1 50
POP BUY 332,54 394
ALE SELL 975,59 464
GIN BUY 871,13 67
POP SELL 743,13 33
POP SELL 118,32 621
JOE SELL 817,11 720
POP BUY 24,69 240
GIN SELL 301,8 822
TEA SELL 610,59 687
JOE SELL 802,97 970
POP SELL 47,16 408
GIN SELL 352,73 583
ALE SELL 695,33 242
GIN SELL 239,29 392
GIN SELL 809,52 967
ALE SELL 73,96 883
ALE SELL 863,32 179
GIN BUY 677,26 797
TEA SELL 704,1 240
ALE SELL 616,2 18
GIN SELL 993,47 276
JOE BUY 474,83 498
GIN SELL 640,84 477
POP SELL 189,94 46
ALE SELL 186,94 172
JOE BUY 34,17 131
POP BUY 344,33 430
TEA SELL 78,28 26
GIN BUY 152,11 171
JOE BUY 214,89 937
ALE SELL 451,59 17
ALE BUY 75,53 963
JOE BUY 640,24 387
TEA BUY 423,07 0
ALE SELL 910,68 561
ALE SELL 851,67 965
GIN BUY 431,98 710
JOE BUY 876,07 940
TEA SELL 180,07 118
GIN BUY 742,52 103
POP BUY 374,58 109
POP SELL 543,1 566
TEA BUY 728,78 381
ALE BUY 465,71 475
POP SELL 970 772
TEA SELL 261,58 985
GIN BUY 337,32 669
JOE SELL 262,44 985
TEA BUY 13,68 567
GIN SELL 529,3 668
ALE BUY 699,41 501
GIN SELL 964,99 325
GIN SELL 784,19 348
GIN BUY 472,32 971
ALE BUY 824,5 243
GIN SELL 490,08 660
GIN SELL 283,58 579
POP SELL 488,73 616
TEA BUY 740,97 349
GIN SELL 257,95 528
JOE BUY 28,55 803
POP SELL 68,06 631
TEA BUY 0,28 672
ALE BUY 37,22 440
POP SELL 892,45 434
GIN BUY 286,62 239
ALE BUY 481,76 368
JOE SELL 715,57 693
POP SELL 497,94 386
JOE BUY 478,53 209
GIN SELL 998,23 872
GIN BUY 496,19 883
ALE BUY 660,54 31
GIN BUY 582,53 171
GIN BUY 202,43 466
GIN SELL 19,97 633
GIN SELL 382,93 994
GIN BUY 664,61 372
POP BUY 294,19 920
ALE SELL 913,55 21
ALE BUY 900,01 271
GIN SELL 116,41 404
JOE BUY 28,37 719
ALE SELL 263,05 220
POP SELL 274,76 188
POP SELL 29,4 380
GIN BUY 523,64 375
TEA BUY 513,69 843
POP BUY 44,85 688
POP SELL 244,81 74
JOE SELL 372,02 316
ALE BUY 295,11 493
ALE BUY 420,13 450
GIN SELL 579,4 510
GIN BUY 549,13 859
ALE BUY 672,49 27
TEA BUY 530,74 341
GIN SELL 726,96 513
ALE BUY 625,35 764
GIN SELL 323,5 15
TEA BUY 226,16 699
JOE BUY 335,62 718
ALE BUY 777,61 875
POP BUY 140,94 920
POP BUY 924,94 951
JOE BUY 760,93 533
POP BUY 102,15 336
POP BUY 761,26 475
POP BUY 15,24 55
ALE BUY 994,72 562
GIN BUY 727,84 891
ALE SELL 518,77 772
GIN BUY 306,18 288
POP SELL 269,74 981
ALE BUY 230,49 771
GIN SELL 325,72 552
TEA SELL 29,9 849
JOE SELL 840,12 372
POP BUY 847,77 656
GIN BUY 978,08 213
ALE BUY 894,52 809
JOE BUY 437,53 522
ALE BUY 995,05 225
POP BUY 387,16 14
JOE BUY 687,72 885
ALE BUY 903,19 665
GIN SELL 581,92 783
GIN SELL 236,98 990
POP BUY 931,27 546
POP SELL 495,64 693
TEA SELL 629,53 472
ALE SELL 567,44 78
GIN BUY 86,19 956
POP BUY 374,31 817
GIN BUY 688,75 568
GIN BUY 783,25 943
ALE SELL 808,83 244
TEA BUY 758,81 189
ALE BUY 559,02 352
GIN BUY 588,63 18
POP SELL 757,61 606
ALE SELL 264,07 980
POP BUY 808,08 70
JOE SELL 347,89 242
GIN BUY 450,61 746
POP BUY 911,24 412
POP BUY 592,4 472
POP SELL 371,64 17
TEA SELL 673,96 139
POP SELL 314,35 253
GIN SELL 278,44 434
GIN BUY 628,87 862
POP SELL 940,9 634
TEA BUY 542,78 263
ALE BUY 364,68 159
POP SELL 384,83 279
POP SELL 501,79 886
ALE SELL 159,48 100
GIN BUY 204,45 466
ALE BUY 264,65 321
TEA BUY 404,74 117
GIN SELL 935,02 184
GIN BUY 29,46 654
ALE BUY 242,71 379
GIN BUY 107,12 717
JOE BUY 737,37 18
GIN BUY 774,23 457
ALE SELL 57,89 657
GIN BUY 137,81 166
JOE BUY 97,48 459
GIN BUY 201,22 570
ALE SELL 554,49 875
JOE BUY 310,27 800
POP BUY 950,65 457
POP BUY 826,76 264
TEA BUY 449,04 660
GIN SELL 986,32 902
TEA SELL 53,68 746
POP SELL 147,77 584
GIN BUY 22,78 161
ALE BUY 890,8 620
GIN SELL 577,77 990
GIN SELL 669,27 626
POP BUY 240,01 356
ALE BUY 976,9 235
GIN SELL 377,29 885
GIN BUY 232,62 395
POP SELL 792,18 577
TEA BUY 842,37 236
GIN BUY 434,18 728
ALE SELL 144,62 747
POP SELL 567,76 736
JOE SELL 196,45 752
GIN SELL 978,29 930
ALE BUY 607,34 918
GIN SELL 47,93 762
GIN SELL 877,62 796
ALE BUY 783,42 994
GIN SELL 948,71 119
ALE BUY 127,97 738
POP BUY 922,07 854
ALE SELL 139,1 450
TEA SELL 153,96 737
JOE BUY 864,54 259
POP SELL 183,04 299
POP BUY 998,27 239
ALE SELL 197,8 595
TEA SELL 648,64 479
GIN BUY 0,88 143
ALE BUY 800,66 69
TEA SELL 677,36 808
ALE BUY 304,43 378
POP SELL 423,9 611
ALE BUY 471,91 212
POP BUY 245,96 715
POP SELL 613,77 735
ALE SELL 479,98 61
ALE BUY 98,62 265
POP BUY 347,63 401
JOE BUY 766,56 297
GIN SELL 999,06 722
ALE BUY 779 375
GIN SELL 752,41 285
POP SELL 236,92 674
ALE BUY 486,27 776
TEA SELL 149,46 408
JOE SELL 392,46 309
POP BUY 585,04 420
TEA BUY 545,94 263
ALE BUY 86,86 581
JOE SELL 998,93 196
POP BUY 684,92 838
GIN SELL 356,36 323
GIN BUY 86,61 56
TEA SELL 39,56 294
POP SELL 877,8 983
ALE SELL 695,32 268
JOE SELL 816,56 983
GIN SELL 457,21 504
TEA BUY 551,46 373
JOE SELL 16,44 987
POP BUY 346,59 502
GIN BUY 708,98 787
JOE SELL 645,2 911
GIN BUY 76,27 184
ALE BUY 554,09 208
ALE SELL 606,28 754
GIN BUY 580,72 510
JOE SELL 612,18 944
TEA BUY 205,14 564
JOE BUY 455,54 839
GIN BUY 118,67 925
JOE SELL 571,04 137
POP BUY 211,49 778
POP SELL 999,84 553
TEA SELL 641,04 297
POP SELL 388,62 148
TEA BUY 563,35 632
ALE SELL 661,19 321
GIN BUY 359,33 897
ALE BUY 819,89 444
ALE SELL 437,94 772
GIN BUY 583,68 398
ALE SELL 948,49 582
GIN BUY 820 469
POP SELL 983,81 957
POP SELL 977,4 374
ALE SELL 106,64 457
GIN SELL 976,05 375
ALE BUY 280,96 753
ALE BUY 263,06 750
GIN BUY 540,56 243
GIN BUY 989,7 80
ALE SELL 976,72 202
GIN BUY 517,54 110
GIN BUY 877,02 851
JOE SELL 710,53 165
ALE BUY 97,47 931
POP BUY 720,07 360
GIN BUY 999,79 668
ALE BUY 220,12 95
TEA BUY 536,04 230
TEA BUY 299,28 562
ALE SELL 312,52 44
TEA BUY 467,03 278
GIN SELL 714,99 583
POP SELL 481,02 843
ALE BUY 427,35 491
GIN SELL 952,5 455
GIN SELL 925,61 152
ALE BUY 936,94 884
GIN SELL 779,37 82
GIN BUY 966,86 918
JOE SELL 842,73 726
POP BUY 233,86 502
TEA SELL 666,74 567
POP BUY 876,89 69
POP SELL 715,3 618
JOE BUY 583,91 800
ALE BUY 216,7 690
ALE SELL 963,77 797
ALE SELL 732,73 30
JOE SELL 395,49 408
JOE BUY 777,36 210
POP SELL 311,97 200
POP SELL 67,11 362
ALE BUY 124,99 305
GIN BUY 235,14 137
ALE SELL 248,83 137
TEA BUY 91,02 992
POP BUY 929,23 720
GIN SELL 758,19 670
GIN SELL 834,95 104
ALE BUY 271,34 997
JOE SELL 618,81 617
JOE BUY 465,43 339
ALE BUY 905,37 946
GIN SELL 238,69 350
TEA BUY 412,13 263
POP SELL 521,42 865
TEA SELL 161,48 912
ALE SELL 532,71 57
POP BUY 990,22 376
POP SELL 157,08 214
GIN BUY 813,81 521
ALE SELL 523,11 759
JOE SELL 352,38 353
JOE BUY 116,05 366
ALE SELL 275,49 777
GIN BUY 6,49 292
TEA SELL 972,61 90
TEA SELL 27 289
JOE BUY 406,56 211
GIN SELL 978,98 702
GIN BUY 756,72 870
POP SELL 201,55 622
GIN SELL 809,08 254
ALE SELL 84,62 213
JOE SELL 300,36 844
POP SELL 358,13 560
POP SELL 672,92 438
TEA SELL 239,52 663
TEA SELL 947,75 587
JOE SELL 771,48 449
GIN BUY 672,45 941
GIN BUY 931,86 885
GIN BUY 151,2 242
ALE BUY 348,06 592
POP SELL 413,92 950
TEA BUY 697,58 549
ALE SELL 631,41 742
ALE SELL 127,13 754
ALE BUY 933,71 367
TEA BUY 271,94 968
GIN BUY 838,58 612
ALE BUY 707,69 882
GIN SELL 747,25 340
TEA BUY 916,77 350
JOE SELL 214,28 863
GIN SELL 101,15 524
TEA BUY 948,83 129
ALE SELL 423,63 17
POP SELL 754,08 454
GIN BUY 509,83 462
POP SELL 862,11 804
JOE SELL 292,6 69
GIN SELL 371,01 847
ALE BUY 531,19 49
JOE SELL 741,47 277
TEA SELL 586,96 21
GIN SELL 559,76 141
GIN SELL 287,87 755
POP SELL 24,11 159
GIN SELL 963,61 881
POP BUY 861,68 282
ALE BUY 983,52 412
GIN SELL 632,91 958
TEA SELL 379,27 199
ALE SELL 630,55 868
POP SELL 384,37 682
JOE BUY 830,15 102
POP SELL 972,49 559
POP SELL 599,18 21
TEA BUY 726,66 215
POP BUY 121,89 297
GIN BUY 621,4 44
JOE BUY 746,68 855
JOE BUY 549,74 22
POP BUY 713,28 721
ALE SELL 677,26 140
POP BUY 966,64 12
JOE BUY 955,05 560
ALE SELL 14,52 540
JOE BUY 373,79 616
JOE BUY 35,99 794
GIN BUY 790,83 12
POP SELL 697,64 265
GIN BUY 412,33 843
TEA BUY 384,73 367
GIN BUY 262,62 285
TEA BUY 804,14 437
JOE SELL 222,65 86
ALE BUY 166,36 551
POP BUY 469,58 208
TEA BUY 403,28 148
GIN BUY 399,7 240
ALE SELL 129,12 693
TEA BUY 366,49 442
ALE SELL 301,24 884
POP BUY 816,03 532
POP SELL 788,07 117
ALE SELL 651,67 590
ALE BUY 301,07 217
GIN SELL 910,05 675
ALE BUY 397,83 664
ALE SELL 80,54 27
GIN BUY 513,31 808
POP SELL 650,02 980
GIN BUY 226,22 805
ALE BUY 705,11 920
POP SELL 217,58 264
ALE BUY 673,89 929
ALE SELL 628,6 846
TEA SELL 539,1 968
ALE BUY 774,73 306
POP BUY 104,85 700
GIN BUY 423,05 704
GIN SELL 148,94 344
TEA SELL 89,97 787
JOE SELL 542,71 147
POP SELL 66,29 774
ALE BUY 670,54 347
GIN BUY 126,66 30
GIN BUY 731,02 748
ALE BUY 130,4 375
ALE SELL 751,79 255
TEA BUY 970,88 5
POP SELL 400,05 997
POP SELL 580,28 276
POP SELL 920,91 891
JOE BUY 946,9 830
TEA SELL 785,44 763
TEA BUY 352,01 806
ALE BUY 880,55 394
GIN BUY 283,28 118
GIN BUY 322,72 97
GIN SELL 731,81 48
POP SELL 227,61 696
POP BUY 829,83 637
GIN BUY 17,56 8
JOE SELL 35,97 609
TEA BUY 99 209
TEA BUY 325,37 821
ALE BUY 991,86 681
ALE BUY 91,4 480
GIN BUY 242,98 213
GIN BUY 716,21 601
GIN SELL 705,52 665
JOE BUY 17,07 470
GIN SELL 16,45 460
GIN BUY 25,48 70
ALE SELL 354,11 514
GIN SELL 806,2 730
TEA BUY 807,93 477
POP BUY 273,15 483
ALE BUY 942,24 380
JOE BUY 209,2 852
GIN BUY 386,35 78
GIN SELL 946,93 87
GIN SELL 532,74 70
POP SELL 417,42 53
TEA BUY 675,61 589
POP BUY 523,91 286
ALE SELL 171,61 56
GIN BUY 47,7 942
GIN SELL 454,94 269
POP BUY 542,94 631
GIN SELL 988,77 942
ALE SELL 927,66 369
GIN BUY 485,03 449
ALE BUY 727,85 149
JOE SELL 974,58 894
GIN BUY 181,78 853
TEA BUY 559,9 871
TEA SELL 661,46 503
ALE BUY 932,12 517
GIN SELL 118,32 95
GIN BUY 984,66 736
JOE SELL 510,28 481
GIN BUY 105,31 695
GIN BUY 416,91 73
GIN SELL 978,93 960
GIN BUY 300,11 318
JOE BUY 982,72 890
GIN SELL 117,01 217
GIN SELL 506,11 138
ALE SELL 242,33 351
ALE BUY 777,28 394
GIN SELL 907,14 167
GIN BUY 28,43 709
POP SELL 611,03 507
POP SELL 81,66 38
JOE SELL 214,85 615
POP BUY 687,73 837
GIN BUY 670,88 121
TEA SELL 199,48 861
POP SELL 597,54 726
JOE BUY 412,11 491
ALE BUY 155,79 587
ALE BUY 652,32 234
GIN BUY 933,96 641
GIN BUY 448,27 238
GIN BUY 798,38 341
JOE SELL 362,47 943
JOE SELL 916,59 566
JOE BUY 819,66 238
GIN SELL 410,22 674
ALE BUY 11,5 722
POP BUY 344,75 940
GIN BUY 210,46 950
POP BUY 12,81 881
TEA BUY 74,57 757
JOE SELL 718,5 183
ALE BUY 775,3 45
JOE BUY 519,38 239
JOE BUY 30,56 630
ALE BUY 633,35 529
ALE SELL 374,73 20
POP SELL 467,48 320
POP BUY 247,95 234
ALE SELL 475,67 445
POP SELL 736,52 29
ALE BUY 302,33 129
TEA SELL 46,53 140
GIN SELL 918,99 120
JOE SELL 42,75 411
ALE BUY 710,96 586
TEA BUY 434,8 916
GIN BUY 721,01 550
POP SELL 442,63 434
POP BUY 507,13 824
GIN BUY 23,28 911
POP SELL 321,39 695
POP SELL 991,13 738
GIN BUY 566,98 839
POP SELL 613,45 993
ALE SELL 740,36 222
GIN SELL 513,42 989
JOE SELL 315,62 951
GIN BUY 962,62 744
POP SELL 278,1 332
ALE BUY 895,02 243
ALE BUY 264,27 615
GIN BUY 224,47 607
ALE SELL 514,86 164
GIN BUY 297,8 511
POP SELL 98,38 49
GIN BUY 565,44 501
POP BUY 111,93 283
TEA SELL 801,74 34
GIN SELL 816,44 207
GIN BUY 456,86 385
POP SELL 913,33 754
GIN SELL 972,44 766
ALE BUY 419,57 577
JOE SELL 142,88 278
ALE BUY 848,31 292
POP BUY 854,45 561
ALE BUY 651,92 309
POP SELL 784,15 243
ALE SELL 134,65 999
POP BUY 890,37 571
ALE SELL 291,83 183
GIN SELL 777,38 819
ALE SELL 282,69 178
TEA SELL 265,74 347
GIN BUY 493,79 899
GIN BUY 750,53 421
GIN SELL 400,17 734
ALE BUY 179,65 153
ALE BUY 681,15 210
TEA BUY 733,91 187
GIN SELL 297,89 655
JOE SELL 541,27 976
POP BUY 489,67 377
POP SELL 6,99 785
ALE BUY 896,06 73
POP BUY 591,97 757
JOE BUY 261,77 464
POP BUY 121,03 683
TEA BUY 431,52 409
POP SELL 953,43 317
JOE SELL 591,64 958
GIN BUY 597,46 365
POP BUY 965,7 105
TEA BUY 601,32 498
GIN SELL 421,05 225
TEA BUY 802,06 15
ALE SELL 693,34 425
POP BUY 264,94 8
ALE BUY 186,05 302
POP SELL 494,93 151
ALE BUY 552,07 851
GIN BUY 752,57 471
TEA BUY 514,35 508
JOE SELL 556,2 718
TEA BUY 632,66 557
ALE SELL 702,52 190
GIN BUY 973,5 406
POP BUY 387,58 138
ALE BUY 890,14 460
GIN SELL 260,16 107
POP SELL 369,92 578
ALE BUY 489,66 820
POP BUY 655,69 360
POP SELL 180,49 484
ALE SELL 98,63 744
POP BUY 714,95 619
ALE SELL 449,24 658
TEA SELL 856,7 777
GIN BUY 43,79 710
JOE BUY 696,8 763
JOE BUY 592,97 158
POP SELL 774,39 227
GIN SELL 530,05 648
JOE SELL 954 728
JOE SELL 125,45 451
POP BUY 891,6 652
GIN BUY 824,64 206
ALE SELL 171,26 574
ALE BUY 516,7 378
JOE BUY 444,66 950
GIN SELL 690,24 952
ALE BUY 155,34 236
ALE BUY 683,95 76
JOE BUY 679,74 806
POP SELL 488,69 653
ALE SELL 967,1 277
GIN BUY 808,19 114
GIN BUY 10,26 110
ALE SELL 335,39 877
POP BUY 729,26 592
GIN SELL 451,48 198
GIN SELL 100,04 576
JOE BUY 804,57 439
ALE SELL 609,93 572
ALE SELL 475,15 964
GIN SELL 372,26 74
POP SELL 685,29 168
ALE SELL 481,95 222
ALE SELL 258,64 360
JOE SELL 444,16 165
POP SELL 288,23 514
ALE BUY 758,02 744
GIN BUY 719,18 96
POP BUY 987,54 347
POP BUY 803,25 483
JOE SELL 901,57 66
GIN SELL 632,31 688
JOE BUY 515,07 502
POP BUY 207,79 403
POP BUY 113,47 839
GIN SELL 753,07 578
GIN SELL 592,35 56
ALE BUY 225,95 30
POP BUY 694,43 379
GIN BUY 238,06 836
ALE SELL 975,74 343
GIN SELL 838,45 471
ALE SELL 583,3 79
ALE BUY 868,22 950
POP BUY 176,02 679
ALE SELL 843,31 456
ALE SELL 571,07 768
POP SELL 572,45 189
TEA SELL 947,74 635
GIN SELL 967,34 431
JOE SELL 690,65 533
JOE BUY 751,99 55
POP SELL 204,51 29
ALE SELL 28,41 984
POP SELL 282,46 493
POP BUY 905,53 313
ALE SELL 859,87 115
ALE BUY 648,46 109
POP BUY 235,82 36
GIN BUY 55,16 107
JOE BUY 94,13 484
GIN SELL 17,37 798
JOE SELL 906,07 6
GIN SELL 473,1 653
GIN BUY 546,82 172
POP SELL 207,51 460
GIN BUY 207,5 356
GIN BUY 209,21 20
JOE SELL 935,09 470
POP SELL 539,18 685
GIN BUY 382,05 747
POP BUY 919,2 486
ALE BUY 597,76 950
TEA BUY 496,77 825
TEA SELL 943,81 614
GIN BUY 493,77 983
GIN SELL 465,2 189
GIN BUY 695,66 920
GIN BUY 299,32 185
ALE SELL 988,4 119
ALE BUY 955,01 706
TEA BUY 400,03 447
ALE SELL 543,53 955
ALE SELL 354 285
ALE BUY 293,46 604
GIN BUY 91,29 406
ALE SELL 931,73 118
JOE BUY 468,27 343
TEA BUY 762,68 417
POP BUY 587,43 235
JOE BUY 527,13 463
GIN BUY 967,94 392
ALE SELL 373,71 668
GIN BUY 213,09 58
GIN SELL 524,22 212
POP BUY 381,69 126
GIN SELL 465,25 634
ALE SELL 520,38 771
ALE SELL 747,99 332
POP BUY 63,92 265
GIN BUY 728,26 809
POP BUY 60,54 445
TEA SELL 828,87 794
ALE BUY 429,27 572
GIN BUY 156,27 591
ALE BUY 706,39 580
GIN SELL 553,48 287
GIN BUY 987,94 947
JOE BUY 421,53 657
TEA SELL 25,45 674
POP SELL 891,13 900
POP BUY 681,74 113
ALE BUY 176,92 561
POP BUY 204 637
GIN SELL 196,12 250
POP BUY 21,03 376
ALE SELL 783,66 28
ALE SELL 21,8 529
GIN SELL 85,86 569
GIN BUY 522,3 967
ALE BUY 964,72 461
POP SELL 377,65 133
JOE BUY 494,7 258
POP BUY 946,66 470
GIN BUY 884,17 153
JOE SELL 865,7 860
ALE SELL 403,56 382
POP SELL 839,02 830
JOE BUY 152,11 709
GIN BUY 902,56 486
GIN SELL 745,4 635
ALE BUY 868,12 445
GIN SELL 255,58 166
GIN BUY 905,19 220
JOE BUY 986,41 259
GIN SELL 467,25 834
POP SELL 915,09 332
ALE SELL 19,59 606
ALE SELL 882,97 412
ALE SELL 275,88 395
ALE BUY 867,04 825
